"source_object","field_api_name","relationship_name","relationship_type","target_object","target_resolution","raw_data_type"
"sf_devops__Source_Member_Reference__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Source_Member_Reference__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Source_Member_Reference__c","sf_devops__Remote_Change__c","sf_devops__Remote_Change__r","Lookup","sf_devops__Remote_Change__c","ReferenceTo","Master-Detail(Remote Change)"
"sf_devops__Source_Member_Reference__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Submit_Component__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Submit_Component__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Submit_Component__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Submit_Component__c","sf_devops__Change_Submission__c","sf_devops__Change_Submission__r","Lookup","sf_devops__Change_Submission__c","ReferenceTo","Master-Detail(Change Submission)"
"sf_devops__Submit_Component__c","sf_devops__Source_Remote_Change__c","sf_devops__Source_Remote_Change__r","Lookup","sf_devops__Remote_Change__c","ReferenceTo","Lookup(Remote Change)"
"sf_devops__Submit_Component__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Vcs__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Vcs__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Vcs__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Vcs__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Vcs__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Vcs__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Vcs_Event__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Vcs_Event__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Vcs_Event__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Vcs_Event__c","sf_devops__Operation_Status__c","sf_devops__Operation_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Vcs_Event__c","sf_devops__Repository__c","sf_devops__Repository__r","Lookup","sf_devops__Repository__c","ReferenceTo","Master-Detail(Repository)"
"sf_devops__Vcs_Event__c","sf_devops__Target_Pipeline_Stage__c","sf_devops__Target_Pipeline_Stage__r","Lookup","sf_devops__Pipeline_Stage__c","ReferenceTo","Lookup(Pipeline Stage)"
"sf_devops__Vcs_Event__c","sf_devops__Target_Work_Item__c","sf_devops__Target_Work_Item__r","Lookup","sf_devops__Work_Item__c","ReferenceTo","Lookup(Work Item)"
"sf_devops__Vcs_Event__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Vcs_Synch_State__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Vcs_Synch_State__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Vcs_Synch_State__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Vcs_Synch_State__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Vcs_Synch_State__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Vcs_Synch_State__c","sf_devops__Project__c","sf_devops__Project__r","Lookup","sf_devops__Project__c","ReferenceTo","Lookup(Project)"
"sf_devops__Vcs_Synch_State__c","sf_devops__Synch_Status__c","sf_devops__Synch_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Vcs_Synch_State__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Work_Item__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Work_Item__c","sf_devops__Assigned_To__c","sf_devops__Assigned_To__r","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item__c","sf_devops__Branch__c","sf_devops__Branch__r","Lookup","sf_devops__Branch__c","ReferenceTo","Lookup(Branch)"
"sf_devops__Work_Item__c","sf_devops__Change_Bundle__c","sf_devops__Change_Bundle__r","Lookup","sf_devops__Change_Bundle__c","ReferenceTo","Lookup(Change Bundle)"
"sf_devops__Work_Item__c","sf_devops__Combine_Status__c","sf_devops__Combine_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Work_Item__c","sf_devops__Combined_With__c","sf_devops__Combined_With__r","Lookup","sf_devops__Work_Item__c","ReferenceTo","Lookup(Work Item)"
"sf_devops__Work_Item__c","sf_devops__Development_Approved_By__c","sf_devops__Development_Approved_By__r","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item__c","sf_devops__Environment__c","sf_devops__Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Work_Item__c","sf_devops__Operation_Status__c","sf_devops__Operation_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Work_Item__c","sf_devops__Project__c","sf_devops__Project__r","Lookup","sf_devops__Project__c","ReferenceTo","Master-Detail(Project)"
"sf_devops__Work_Item__c","sf_devops__Promoted_From_Environment__c","sf_devops__Promoted_From_Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Work_Item__c","sf_devops__Rebase_Branch__c","sf_devops__Rebase_Branch__r","Lookup","sf_devops__Branch__c","ReferenceTo","Lookup(Branch)"
"sf_devops__Work_Item__c","sf_devops__Synch_State__c","sf_devops__Synch_State__r","Lookup","sf_devops__Vcs_Synch_State__c","ReferenceTo","Lookup(Vcs Synch State)"
"sf_devops__Work_Item__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Work_Item_Commit__e","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item_Merged_Change_Request__e","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item_Open_Change_Request__e","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item_Promote__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item_Promote__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Work_Item_Promote__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Work_Item_Promote__c","sf_devops__Deployment_Result__c","sf_devops__Deployment_Result__r","Lookup","sf_devops__Deployment_Result__c","ReferenceTo","Lookup(Deployment Result)"
"sf_devops__Work_Item_Promote__c","sf_devops__Merge_Result__c","sf_devops__Merge_Result__r","Lookup","sf_devops__Merge_Result__c","ReferenceTo","Lookup(Merge Result)"
"sf_devops__Work_Item_Promote__c","sf_devops__Pipeline_Stage__c","sf_devops__Pipeline_Stage__r","Lookup","sf_devops__Pipeline_Stage__c","ReferenceTo","Master-Detail(Pipeline Stage)"
"sf_devops__Work_Item_Promote__c","sf_devops__Rebase_Status__c","sf_devops__Rebase_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Work_Item_Promote__c","sf_devops__Status__c","sf_devops__Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Work_Item_Promote__c","sf_devops__Work_Item__c","sf_devops__Work_Item__r","Lookup","sf_devops__Work_Item__c","ReferenceTo","Master-Detail(Work Item)"
"sf_devops__Work_Item_Promote__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Work_Item_State_Change__e","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Tigerface1__Test_Table_Custom_Object__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Tigerface1__Test_Table_Custom_Object__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Tigerface1__Test_Table_Custom_Object__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"Tigerface1__Test_Table_Custom_Object__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"Tigerface1__Test_Table_Custom_Object__c","RecordTypeId","RecordType","RecordType","RecordType","ReferenceTo","Record Type"
"Tigerface1__Test_Table_Custom_Object__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"Tigerface1__Test_Table_Custom_Object__c","Tigerface1__Test_Custom_Lookup__c","Tigerface1__Test_Custom_Lookup__r","Lookup","Tigerface1__Test_Table_Custom_Object__c","ReferenceTo","Lookup(Test Table Custom Object)"
"Tigerface1__Test_Table_Custom_Object__c","Tigerface1__User__c","Tigerface1__User__r","Lookup","User","ReferenceTo","Lookup(User)"
"Tigerface1__Test_Table_Custom_Object__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"Trading_Company__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Trading_Company__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Trading_Company__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"Trading_Company__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"Trading_Company__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"Trading_Company__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"Vantage_Invoice__c","Account__c","Account__r","Lookup","Account","ReferenceTo","Lookup(Account)"
"Vantage_Invoice__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Vantage_Invoice__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Vantage_Invoice__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"Vantage_Invoice__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"Vantage_Invoice__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"Vantage_Invoice__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"Vantage_Invoice_Line__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Vantage_Invoice_Line__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"Vantage_Invoice_Line__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"Vantage_Invoice_Line__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"Vantage_Invoice_Line__c","Vantage_Invoice__c","Vantage_Invoice__r","Lookup","Vantage_Invoice__c","ReferenceTo","Master-Detail(Vantage Invoice)"
"zoom_app__Zoom__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Call_Backup_Log__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Call_Backup_Log__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Call_Backup_Log__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Call_Backup_Log__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Call_Backup_Log__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Call_Backup_Log__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Call_Log__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Call_Log__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Call_Log__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Call_Log__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Call_Log__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Call_Log__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Configuration__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Configuration__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Configuration__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Configuration__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"zoom_app__Zoom_Configuration__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"zoom_app__Zoom_Configuration__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"zoom_app__Zoom_Configuration__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Event__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Event__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Event__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Event__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Event__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Event__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Voice_User__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Voice_User__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Voice_User__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Voice_User__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Voice_User__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Voice_User__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Webinar__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Webinar__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Webinar__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Webinar__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Webinar__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Webinar__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Webinar_Attendee__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Webinar_Attendee__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"zoom_app__Zoom_Webinar_Attendee__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Webinar_Attendee__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"zoom_app__Zoom_Webinar_Attendee__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"zoom_app__Zoom_Webinar_Attendee__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"zoom_app__Zoom_Webinar_Attendee__c","zoom_app__Zoom_Webinar__c","zoom_app__Zoom_Webinar__r","Lookup","zoom_app__Zoom_Webinar__c","ReferenceTo","Lookup(Zoom Webinar)"
"zoom_app__Zoom_Webinar_Attendee__c","zoom_app__Zoom_Webinar_Panelist__c","zoom_app__Zoom_Webinar_Panelist__r","Lookup","zoom_app__Zoom_Webinar_Panelist__c","ReferenceTo","Lookup(Zoom Webinar Panelist)"
