"source_object","target_object","relationship_field_count","fields"
"c2g__AsOfAgingReportSettings__c","Profile","1","SetupOwnerId"
"c2g__AsOfAgingReportSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__AsOfAgingReportSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__AsOfAgingReportSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AsOfAgingSettings__c","Organization","1","SetupOwnerId"
"c2g__AsOfAgingSettings__c","Profile","1","SetupOwnerId"
"c2g__AsOfAgingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__AsOfAgingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__AsOfAgingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AuditData__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__AuditData__c","c2g__codaPeriod__c","2","c2g__PeriodFrom__c;c2g__PeriodTo__c"
"c2g__AuditData__c","c2g__codaYear__c","1","c2g__Year__c"
"c2g__AuditData__c","Group","1","OwnerId"
"c2g__AuditData__c","Record Visibility","1","RecordVisibilityId"
"c2g__AuditData__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AuditData__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AuditDataLineItem__c","c2g__AuditData__c","1","c2g__AuditData__c"
"c2g__AuditDataLineItem__c","c2g__codaTransactionLineItem__c","1","c2g__TransactionLineItem__c"
"c2g__AuditDataLineItem__c","Group","1","OwnerId"
"c2g__AuditDataLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__AuditDataLineItem__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AuditDataLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AuditFileLog__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__AuditFileLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__AuditFileLog__c","User","2","CreatedById;LastModifiedById"
"c2g__AuditFileLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutoMatchRule__c","Group","1","OwnerId"
"c2g__AutoMatchRule__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutoMatchRule__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AutoMatchRule__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutoMatchRuleDetail__c","c2g__AutoMatchRule__c","1","c2g__AutoMatchRule__c"
"c2g__AutoMatchRuleDetail__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutoMatchRuleDetail__c","User","2","CreatedById;LastModifiedById"
"c2g__AutoMatchRuleDetail__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutomatedElimination__c","c2g__codaCompany__c","1","c2g__DestinationCompany__c"
"c2g__AutomatedElimination__c","c2g__codaDimension1__c","1","c2g__DestinationDimension1__c"
"c2g__AutomatedElimination__c","c2g__codaDimension2__c","1","c2g__DestinationDimension2__c"
"c2g__AutomatedElimination__c","c2g__codaDimension3__c","1","c2g__DestinationDimension3__c"
"c2g__AutomatedElimination__c","c2g__codaDimension4__c","1","c2g__DestinationDimension4__c"
"c2g__AutomatedElimination__c","c2g__codaGeneralLedgerAccount__c","1","c2g__DestinationGLA__c"
"c2g__AutomatedElimination__c","c2g__codaPeriod__c","1","c2g__EliminatedTransactionPeriod__c"
"c2g__AutomatedElimination__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__AutomatedElimination__c","Group","1","OwnerId"
"c2g__AutomatedElimination__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutomatedElimination__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AutomatedElimination__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutomatedEliminationDestination__c","c2g__AutomatedElimination__c","1","c2g__AutomatedElimination__c"
"c2g__AutomatedEliminationDestination__c","c2g__codaTransaction__c","1","c2g__Transaction__c"
"c2g__AutomatedEliminationDestination__c","Group","1","OwnerId"
"c2g__AutomatedEliminationDestination__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutomatedEliminationDestination__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AutomatedEliminationDestination__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutomatedEliminationFilter__c","c2g__AutomatedElimination__c","1","c2g__AutomatedElimination__c"
"c2g__AutomatedEliminationFilter__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__AutomatedEliminationFilter__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__AutomatedEliminationFilter__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__AutomatedEliminationFilter__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__AutomatedEliminationFilter__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__AutomatedEliminationFilter__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutomatedEliminationFilter__c","User","2","CreatedById;LastModifiedById"
"c2g__AutomatedEliminationFilter__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutomatedEliminationsErrorLog__c","c2g__AutomatedElimination__c","1","c2g__AutomatedElimination__c"
"c2g__AutomatedEliminationsErrorLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutomatedEliminationsErrorLog__c","User","2","CreatedById;LastModifiedById"
"c2g__AutomatedEliminationsErrorLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AutomatedEliminationSource__c","c2g__AutomatedEliminationDestination__c","1","c2g__AutomatedEliminationDestination__c"
"c2g__AutomatedEliminationSource__c","c2g__codaTransactionLineItem__c","1","c2g__TransactionLineItem__c"
"c2g__AutomatedEliminationSource__c","Group","1","OwnerId"
"c2g__AutomatedEliminationSource__c","Record Visibility","1","RecordVisibilityId"
"c2g__AutomatedEliminationSource__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AutomatedEliminationSource__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AvailableSummarizationObject__c","Group","1","OwnerId"
"c2g__AvailableSummarizationObject__c","Record Visibility","1","RecordVisibilityId"
"c2g__AvailableSummarizationObject__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AvailableSummarizationObject__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AvalaraSaaSSettings__c","Organization","1","SetupOwnerId"
"c2g__AvalaraSaaSSettings__c","Profile","1","SetupOwnerId"
"c2g__AvalaraSaaSSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__AvalaraSaaSSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__AvalaraSaaSSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AvalaraVatReportingBatch__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__AvalaraVatReportingBatch__c","Group","1","OwnerId"
"c2g__AvalaraVatReportingBatch__c","Record Visibility","1","RecordVisibilityId"
"c2g__AvalaraVatReportingBatch__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__AvalaraVatReportingBatch__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__AvalaraVatReportingLog__c","c2g__AvalaraVatReportingBatch__c","1","c2g__AvalaraVatReportingBatch__c"
"c2g__AvalaraVatReportingLog__c","c2g__codaTransaction__c","1","c2g__Transaction__c"
"c2g__AvalaraVatReportingLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__AvalaraVatReportingLog__c","User","2","CreatedById;LastModifiedById"
"c2g__AvalaraVatReportingLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BackgroundMatchingSettings__c","Organization","1","SetupOwnerId"
"c2g__BackgroundMatchingSettings__c","Profile","1","SetupOwnerId"
"c2g__BackgroundMatchingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__BackgroundMatchingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__BackgroundMatchingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BackgroundPostingSettings__c","Organization","1","SetupOwnerId"
"c2g__BackgroundPostingSettings__c","Profile","1","SetupOwnerId"
"c2g__BackgroundPostingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__BackgroundPostingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__BackgroundPostingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankAccountAdjustment__c","Group","1","OwnerId"
"c2g__BankAccountAdjustment__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankAccountAdjustment__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__BankAccountAdjustment__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankAccountAdjustmentLineItem__c","c2g__BankAccountAdjustment__c","1","c2g__Adjustment__c"
"c2g__BankAccountAdjustmentLineItem__c","c2g__codaBankAccount__c","1","c2g__BankAccount__c"
"c2g__BankAccountAdjustmentLineItem__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__BankAccountAdjustmentLineItem__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__BankAccountAdjustmentLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankAccountAdjustmentLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__BankAccountAdjustmentLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankAccountConnection__c","c2g__codaBankAccount__c","1","c2g__BankAccount__c"
"c2g__BankAccountConnection__c","Group","1","OwnerId"
"c2g__BankAccountConnection__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankAccountConnection__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__BankAccountConnection__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankConnectionsLog__c","Group","1","OwnerId"
"c2g__BankConnectionsLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankConnectionsLog__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__BankConnectionsLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankConnectionsLogDetails__c","c2g__BankConnectionsLog__c","1","c2g__BankConnectionsLogNumber__c"
"c2g__BankConnectionsLogDetails__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankConnectionsLogDetails__c","User","2","CreatedById;LastModifiedById"
"c2g__BankConnectionsLogDetails__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankHolidays__c","Group","1","OwnerId"
"c2g__BankHolidays__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankHolidays__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__BankHolidays__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankReconciliationMatchingRule__c","Group","1","OwnerId"
"c2g__BankReconciliationMatchingRule__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankReconciliationMatchingRule__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__BankReconciliationMatchingRule__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BankReconciliationMatchingRuleFields__c","c2g__BankReconciliationMatchingRule__c","1","c2g__BankReconciliationMatchingRule__c"
"c2g__BankReconciliationMatchingRuleFields__c","Record Visibility","1","RecordVisibilityId"
"c2g__BankReconciliationMatchingRuleFields__c","User","2","CreatedById;LastModifiedById"
"c2g__BankReconciliationMatchingRuleFields__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BillingDocumentPostingSettings__c","Organization","1","SetupOwnerId"
"c2g__BillingDocumentPostingSettings__c","Profile","1","SetupOwnerId"
"c2g__BillingDocumentPostingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__BillingDocumentPostingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__BillingDocumentPostingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BillingDocumentToSalesInvoice__c","Organization","1","SetupOwnerId"
"c2g__BillingDocumentToSalesInvoice__c","Profile","1","SetupOwnerId"
"c2g__BillingDocumentToSalesInvoice__c","Record Visibility","1","RecordVisibilityId"
"c2g__BillingDocumentToSalesInvoice__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__BillingDocumentToSalesInvoice__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BillingSettings__c","Organization","1","SetupOwnerId"
"c2g__BillingSettings__c","Profile","1","SetupOwnerId"
"c2g__BillingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__BillingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__BillingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BudgetsAndBalancesSettings__c","Organization","1","SetupOwnerId"
"c2g__BudgetsAndBalancesSettings__c","Profile","1","SetupOwnerId"
"c2g__BudgetsAndBalancesSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__BudgetsAndBalancesSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__BudgetsAndBalancesSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__BusinessActivityStatement__c","Group","1","OwnerId"
"c2g__BusinessActivityStatement__c","Record Visibility","1","RecordVisibilityId"
"c2g__BusinessActivityStatement__c","User","4","c2g__ContactPerson__c;CreatedById;LastModifiedById;OwnerId"
"c2g__BusinessActivityStatement__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CancelPayment__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__CancelPayment__c","Group","1","OwnerId"
"c2g__CancelPayment__c","Record Visibility","1","RecordVisibilityId"
"c2g__CancelPayment__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CancelPayment__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CancelPaymentLog__c","Account","1","c2g__Account__c"
"c2g__CancelPaymentLog__c","c2g__CancelPayment__c","1","c2g__CancelPayment__c"
"c2g__CancelPaymentLog__c","c2g__codaAccountingCurrency__c","1","c2g__AccountingCurrency__c"
"c2g__CancelPaymentLog__c","c2g__codaBankAccount__c","1","c2g__BankAccount__c"
"c2g__CancelPaymentLog__c","c2g__codaBankReconciliation__c","1","c2g__BankReconciliation__c"
"c2g__CancelPaymentLog__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__CancelPaymentLog__c","c2g__codaPayment__c","1","c2g__Payment__c"
"c2g__CancelPaymentLog__c","c2g__codaPeriod__c","1","c2g__Period__c"
"c2g__CancelPaymentLog__c","c2g__codaTransactionLineItem__c","1","c2g__TransactionLineItem__c"
"c2g__CancelPaymentLog__c","Product2","1","c2g__Product__c"
"c2g__CancelPaymentLog__c","Record Visibility","1","RecordVisibilityId"
"c2g__CancelPaymentLog__c","User","2","CreatedById;LastModifiedById"
"c2g__CancelPaymentLog__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CashMatchingAccountGroup__c","Group","1","OwnerId"
"c2g__CashMatchingAccountGroup__c","Record Visibility","1","RecordVisibilityId"
"c2g__CashMatchingAccountGroup__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__CashMatchingAccountGroup__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__CashMatchingAccountGroupLineItem__c","Account","1","c2g__CashMatchingAccountGroupAccount__c"
"c2g__CashMatchingAccountGroupLineItem__c","c2g__CashMatchingAccountGroup__c","1","c2g__CashMatchingAccountGroup__c"
"c2g__CashMatchingAccountGroupLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__CashMatchingAccountGroupLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__CashMatchingAccountGroupLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ChartOfAccountsMapping__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__ChartOfAccountsMapping__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__ChartOfAccountsMapping__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__ChartOfAccountsMapping__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__ChartOfAccountsMapping__c","c2g__codaGeneralLedgerAccount__c","2","c2g__CorporateGLA__c;c2g__LocalGLA__c"
"c2g__ChartOfAccountsMapping__c","Group","1","OwnerId"
"c2g__ChartOfAccountsMapping__c","Record Visibility","1","RecordVisibilityId"
"c2g__ChartOfAccountsMapping__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__ChartOfAccountsMapping__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ChartOfAccountsMappingHistory__c","c2g__ChartOfAccountsMapping__c","1","c2g__ChartOfAccountsMapping__c"
"c2g__ChartOfAccountsMappingHistory__c","Group","1","OwnerId"
"c2g__ChartOfAccountsMappingHistory__c","Record Visibility","1","RecordVisibilityId"
"c2g__ChartOfAccountsMappingHistory__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__ChartOfAccountsMappingHistory__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ChartOfAccountsStructure__c","c2g__codaGeneralLedgerAccount__c","2","c2g__DefaultCorporateGLA__c;c2g__DefaultLocalGLA__c"
"c2g__ChartOfAccountsStructure__c","Group","1","OwnerId"
"c2g__ChartOfAccountsStructure__c","Record Visibility","1","RecordVisibilityId"
"c2g__ChartOfAccountsStructure__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__ChartOfAccountsStructure__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__ClickJackingProtectionSetting__c","Organization","1","SetupOwnerId"
"c2g__ClickJackingProtectionSetting__c","Profile","1","SetupOwnerId"
"c2g__ClickJackingProtectionSetting__c","Record Visibility","1","RecordVisibilityId"
"c2g__ClickJackingProtectionSetting__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__ClickJackingProtectionSetting__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaAccountingCurrency__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaAccountingCurrency__c","Group","1","OwnerId"
"c2g__codaAccountingCurrency__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaAccountingCurrency__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaAccountingCurrency__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaAccountingSettings__c","Organization","1","SetupOwnerId"
"c2g__codaAccountingSettings__c","Profile","1","SetupOwnerId"
"c2g__codaAccountingSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaAccountingSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__codaAccountingSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaAccountInUse__c","Account","1","c2g__Account__c"
"c2g__codaAccountInUse__c","Group","1","OwnerId"
"c2g__codaAccountInUse__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaAccountInUse__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaAccountInUse__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaAgedAnalysisDef__c","c2g__codaAccountingCurrency__c","1","c2g__AccountCurrency__c"
"c2g__codaAgedAnalysisDef__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__codaAgedAnalysisDef__c","Group","1","OwnerId"
"c2g__codaAgedAnalysisDef__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaAgedAnalysisDef__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaAgedAnalysisDef__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaBalanceUpdateResult__c","Group","1","OwnerId"
"c2g__codaBalanceUpdateResult__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaBalanceUpdateResult__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaBalanceUpdateResult__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaBankAccount__c","APXTConga4__Conga_Template__c","1","ffaci__CongaTemplateCheck__c"
